Standard Report - Exports,,
Current date: 11/13/2021 6:15 PM (Eastern Standard Time),,
District: All Districts,,
Commodity: All Commodities,,
Domestic/Foreign: Total Exports,,
,Measures,Value ($US)
Country,Time,
,Aug-13,"2,901,385,693"
,Sep-13,"2,827,502,832"
,Oct-13,"2,703,179,810"
,Nov-13,"2,679,441,614"
,Dec-13,"2,563,921,010"
,Jan-14,"2,602,510,004"
,Feb-14,"2,622,644,896"
,Mar-14,"3,073,370,209"
,Apr-14,"2,847,498,107"
,May-14,"2,871,959,139"
,Jun-14,"3,295,643,735"
,Jul-14,"2,912,561,753"
,Aug-14,"3,147,578,058"
,Sep-14,"2,726,006,353"
,Oct-14,"3,171,392,245"
,Nov-14,"2,912,967,816"
,Dec-14,"2,552,167,497"
,Jan-15,"2,823,213,340"
,Feb-15,"2,667,517,410"
,Mar-15,"2,904,248,415"
,Apr-15,"2,969,993,579"
,May-15,"2,989,767,748"
,Jun-15,"2,904,254,288"
,Jul-15,"2,720,664,746"
,Aug-15,"2,772,630,965"
,Sep-15,"2,965,120,902"
,Oct-15,"2,958,065,306"
,Nov-15,"3,007,824,744"
,Dec-15,"2,490,500,005"
,Jan-16,"2,553,215,393"
,Feb-16,"2,765,161,408"
,Mar-16,"2,810,244,556"
,Apr-16,"2,736,638,546"
,May-16,"2,734,108,233"
,Jun-16,"3,351,599,016"
,Jul-16,"2,535,302,747"
,Aug-16,"2,457,892,247"
,Sep-16,"2,607,806,713"
,Oct-16,"2,735,137,722"
,Nov-16,"2,393,281,386"
,Dec-16,"2,419,248,086"
,Jan-17,"2,350,051,778"
,Feb-17,"2,392,360,732"
,Mar-17,"2,787,428,585"
,Apr-17,"2,451,869,885"
,May-17,"2,471,647,732"
,Jun-17,"2,710,396,035"
,Jul-17,"2,303,413,664"
,Aug-17,"2,521,842,420"
,Sep-17,"2,360,904,580"
,Oct-17,"2,832,904,750"
,Nov-17,"2,393,314,749"
,Dec-17,"2,347,181,396"
,Jan-18,"2,315,799,626"
,Feb-18,"2,427,390,290"
,Mar-18,"2,869,600,300"
,Apr-18,"2,908,151,903"
,May-18,"2,861,290,255"
,Jun-18,"2,903,423,453"
,Jul-18,"2,387,840,691"
,Aug-18,"2,570,379,450"
,Sep-18,"2,574,886,574"
,Oct-18,"2,655,881,980"
,Nov-18,"2,431,200,897"
,Dec-18,"2,504,386,979"
,Jan-19,"2,797,786,854"
,Feb-19,"3,178,442,552"
,Mar-19,"3,167,388,128"
,Apr-19,"3,053,494,914"
,May-19,"3,180,014,996"
,Jun-19,"2,718,627,846"
,Jul-19,"2,612,829,643"
,Aug-19,"3,286,634,021"
,Sep-19,"2,392,908,246"
,Oct-19,"3,122,788,610"
,Nov-19,"2,886,376,439"
,Dec-19,"2,330,907,809"
,Jan-20,"2,627,005,476"
,Feb-20,"2,958,011,702"
,Mar-20,"2,579,463,472"
,Apr-20,"1,828,669,723"
,May-20,"1,878,364,091"
,Jun-20,"1,901,863,494"
,Jul-20,"2,282,543,188"
,Aug-20,"2,384,236,424"
,Sep-20,"2,045,156,166"
,Oct-20,"2,389,043,672"
,Nov-20,"2,534,707,166"
,Dec-20,"2,159,014,855"
,Jan-21,"2,452,089,791"
,Feb-21,"2,849,798,153"
,Mar-21,"2,500,601,059"
,Apr-21,"2,576,756,239"
,May-21,"3,108,573,042"
,Jun-21,"2,826,773,003"
,Jul-21,"2,545,422,202"
,Aug-21,"2,805,889,832"
,Sep-21,"3,379,234,253"
Belize,Jan-10,"18,959,413"
,Feb-10,"17,712,987"
,Mar-10,"27,260,197"
,Apr-10,"31,942,685"
,May-10,"23,042,902"
,Jun-10,"26,855,101"
,Jul-10,"20,460,198"
,Aug-10,"27,021,128"
,Sep-10,"20,082,532"
,Oct-10,"17,896,317"
,Nov-10,"35,214,170"
,Dec-10,"22,940,417"
,Jan-11,"22,865,564"
,Feb-11,"26,242,530"
,Mar-11,"33,413,468"
,Apr-11,"36,060,117"
,May-11,"28,490,268"
,Jun-11,"25,770,410"
,Jul-11,"33,700,836"
,Aug-11,"38,284,858"
,Sep-11,"20,921,323"
,Oct-11,"25,301,751"
,Nov-11,"31,160,028"
,Dec-11,"33,471,240"
,Jan-12,"34,285,510"
,Feb-12,"34,086,059"
,Mar-12,"18,865,336"
,Apr-12,"19,656,477"
,May-12,"18,767,014"
,Jun-12,"28,583,536"
,Jul-12,"16,340,980"
,Aug-12,"17,031,934"
,Sep-12,"18,429,203"
,Oct-12,"18,164,969"
,Nov-12,"21,861,811"
,Dec-12,"19,533,194"
,Jan-13,"17,795,867"
,Feb-13,"18,476,168"
,Mar-13,"23,614,038"
,Apr-13,"23,112,109"
,May-13,"21,675,989"
,Jun-13,"24,476,328"
,Jul-13,"20,247,292"
,Aug-13,"18,293,430"
,Sep-13,"15,494,194"
,Oct-13,"19,827,767"
,Nov-13,"18,492,294"
,Dec-13,"19,124,472"
,Jan-14,"14,419,695"
,Feb-14,"16,651,951"
,Mar-14,"22,516,414"
,Apr-14,"23,222,538"
,May-14,"21,253,642"
,Jun-14,"18,134,429"
,Jul-14,"16,032,171"
,Aug-14,"20,139,084"
,Sep-14,"18,628,468"
,Oct-14,"23,616,366"
,Nov-14,"21,160,929"
,Dec-14,"20,904,747"
,Jan-15,"19,216,562"
,Feb-15,"20,443,598"
,Mar-15,"28,486,216"
,Apr-15,"21,248,551"
,May-15,"30,480,476"
,Jun-15,"21,324,697"
,Jul-15,"20,407,452"
,Aug-15,"22,323,303"
,Sep-15,"20,527,498"
,Oct-15,"24,211,144"
,Nov-15,"28,409,170"
,Dec-15,"28,208,484"
,Jan-16,"18,622,525"
,Feb-16,"21,113,236"
,Mar-16,"26,804,000"
,Apr-16,"22,177,412"
,May-16,"17,671,601"
,Jun-16,"18,983,598"
,Jul-16,"22,506,886"
,Aug-16,"17,213,099"
,Sep-16,"23,255,414"
,Oct-16,"32,798,586"
,Nov-16,"22,910,440"
,Dec-16,"22,944,372"
,Jan-17,"14,303,493"
,Feb-17,"18,035,075"
,Mar-17,"25,055,689"
,Apr-17,"40,356,922"
,May-17,"29,607,742"
,Jun-17,"19,500,073"
,Jul-17,"25,822,608"
,Aug-17,"17,270,394"
,Sep-17,"18,931,357"
,Oct-17,"33,686,816"
,Nov-17,"28,917,337"
,Dec-17,"23,267,275"
,Jan-18,"20,905,538"
,Feb-18,"23,336,248"
,Mar-18,"30,020,901"
,Apr-18,"37,496,787"
,May-18,"30,408,465"
,Jun-18,"30,653,889"
,Jul-18,"37,268,917"
,Aug-18,"28,222,274"
,Sep-18,"35,383,988"
,Oct-18,"40,306,133"
,Nov-18,"61,752,731"
,Dec-18,"30,859,483"
,Jan-19,"23,890,569"
,Feb-19,"25,330,332"
,Mar-19,"34,956,744"
,Apr-19,"31,320,214"
,May-19,"73,674,002"
,Jun-19,"24,415,682"
,Jul-19,"29,276,178"
,Aug-19,"31,086,763"
,Sep-19,"25,684,335"
,Oct-19,"56,369,561"
,Nov-19,"27,788,352"
,Dec-19,"22,113,070"
,Jan-20,"22,706,182"
,Feb-20,"30,266,504"
,Mar-20,"30,858,269"
,Apr-20,"23,308,861"
,May-20,"36,933,076"
,Jun-20,"43,765,243"
,Jul-20,"42,107,733"
,Aug-20,"22,490,097"
,Sep-20,"34,591,689"
,Oct-20,"45,755,529"
,Nov-20,"25,778,104"
,Dec-20,"36,542,487"
,Jan-21,"23,499,535"
,Feb-21,"20,380,555"
,Mar-21,"23,392,236"
,Apr-21,"44,429,522"
,May-21,"25,981,641"
,Jun-21,"36,693,452"
,Jul-21,"54,808,805"
,Aug-21,"30,644,142"
,Sep-21,"27,500,765"
Benin,Jan-10,"20,273,975"
,Feb-10,"34,578,174"
,Mar-10,"36,135,874"
,Apr-10,"42,119,354"
,May-10,"50,720,675"
,Jun-10,"34,809,544"
,Jul-10,"35,943,477"
,Aug-10,"36,333,740"
,Sep-10,"43,498,866"
,Oct-10,"45,230,787"
,Nov-10,"36,174,674"
,Dec-10,"46,715,680"
,Jan-11,"36,772,790"
,Feb-11,"43,963,233"
,Mar-11,"53,988,703"
,Apr-11,"61,961,904"
,May-11,"52,941,207"
,Jun-11,"45,838,202"
,Jul-11,"41,271,425"
,Aug-11,"79,972,503"
,Sep-11,"42,720,268"
,Oct-11,"58,867,396"
,Nov-11,"41,390,284"
,Dec-11,"57,886,923"
,Jan-12,"24,771,518"
,Feb-12,"35,011,823"
,Mar-12,"56,528,228"
,Apr-12,"48,165,934"
,May-12,"102,550,415"
,Jun-12,"48,473,702"
,Jul-12,"37,314,567"
,Aug-12,"42,518,705"
,Sep-12,"40,235,739"
,Oct-12,"50,198,502"
,Nov-12,"43,163,670"
,Dec-12,"44,031,754"
,Jan-13,"33,998,634"
,Feb-13,"61,798,653"
,Mar-13,"65,895,918"
,Apr-13,"50,787,945"
,May-13,"44,416,687"
,Jun-13,"44,347,941"
,Jul-13,"42,498,482"
,Aug-13,"54,138,345"
,Sep-13,"46,952,248"
,Oct-13,"52,112,249"
,Nov-13,"52,123,703"
,Dec-13,"56,171,759"
,Jan-14,"58,191,466"
,Feb-14,"58,970,057"
,Mar-14,"89,183,453"
,Apr-14,"65,078,532"
,May-14,"57,378,141"
,Jun-14,"66,119,440"
,Jul-14,"58,269,211"
,Aug-14,"78,098,935"
,Sep-14,"55,949,993"
,Oct-14,"62,845,997"
,Nov-14,"62,276,396"
,Dec-14,"68,506,255"
,Jan-15,"66,274,397"
,Feb-15,"55,786,060"
,Mar-15,"56,975,210"
,Apr-15,"48,974,058"
,May-15,"55,542,431"
,Jun-15,"58,762,203"
,Jul-15,"57,935,503"
,Aug-15,"52,634,687"
,Sep-15,"45,429,609"
,Oct-15,"44,616,286"
,Nov-15,"48,677,854"
,Dec-15,"39,744,085"
,Jan-16,"27,827,565"
,Feb-16,"24,916,241"
,Mar-16,"20,025,177"
,Apr-16,"15,063,936"
,May-16,"20,015,737"
,Jun-16,"19,653,889"
,Jul-16,"14,058,471"
,Aug-16,"15,589,153"
,Sep-16,"39,955,868"
,Oct-16,"16,295,879"
,Nov-16,"10,739,742"
,Dec-16,"10,883,951"
,Jan-17,"16,439,886"
,Feb-17,"13,706,089"
,Mar-17,"31,808,472"
,Apr-17,"24,222,327"
,May-17,"21,622,742"
,Jun-17,"17,531,438"
,Jul-17,"24,868,865"
,Aug-17,"22,245,422"
,Sep-17,"19,858,010"
,Oct-17,"21,119,901"
,Nov-17,"20,389,634"
,Dec-17,"16,006,664"
,Jan-18,"20,757,850"
,Feb-18,"27,820,457"
,Mar-18,"25,307,671"
,Apr-18,"18,541,813"
,May-18,"25,917,473"
,Jun-18,"23,941,431"
,Jul-18,"18,547,902"
,Aug-18,"16,296,286"
,Sep-18,"18,777,896"
,Oct-18,"18,484,432"
,Nov-18,"17,188,007"
,Dec-18,"22,422,651"
,Jan-19,"23,486,438"
,Feb-19,"23,275,068"
,Mar-19,"30,214,274"
,Apr-19,"32,579,753"
,May-19,"26,354,371"
,Jun-19,"23,230,623"
,Jul-19,"22,221,476"
,Aug-19,"24,535,490"
,Sep-19,"18,504,330"
,Oct-19,"15,109,420"
,Nov-19,"12,115,642"
,Dec-19,"14,795,468"
,Jan-20,"18,177,126"
,Feb-20,"17,006,390"
,Mar-20,"18,648,373"
,Apr-20,"11,240,517"
,May-20,"10,420,086"
,Jun-20,"13,344,380"
,Jul-20,"15,491,223"
,Aug-20,"15,052,341"
,Sep-20,"15,858,856"
,Oct-20,"20,967,779"
,Nov-20,"18,975,315"
,Dec-20,"21,779,620"
,Jan-21,"21,233,625"
,Feb-21,"25,229,851"
,Mar-21,"30,706,833"
,Apr-21,"22,610,313"
,May-21,"25,921,080"
,Jun-21,"31,437,226"
,Jul-21,"23,292,408"
,Aug-21,"31,469,838"
,Sep-21,"21,043,589"
Bermuda,Jan-10,"61,280,230"
,Feb-10,"33,050,084"
,Mar-10,"37,505,025"
,Apr-10,"65,400,712"
,May-10,"45,522,815"
,Jun-10,"49,511,884"
,Jul-10,"87,900,925"
,Aug-10,"70,045,992"
,Sep-10,"41,491,576"
,Oct-10,"59,638,716"
,Nov-10,"50,776,387"
,Dec-10,"34,445,116"
,Jan-11,"57,608,536"
,Feb-11,"41,585,396"
,Mar-11,"56,096,786"
,Apr-11,"40,882,963"
,May-11,"65,820,163"
,Jun-11,"53,508,952"
,Jul-11,"39,450,709"
,Aug-11,"51,528,289"
,Sep-11,"58,077,682"
,Oct-11,"49,289,156"
,Nov-11,"66,330,900"
,Dec-11,"31,262,237"
,Jan-12,"29,121,805"
,Feb-12,"71,302,347"
,Mar-12,"41,152,802"
,Apr-12,"33,717,792"
,May-12,"45,763,408"
,Jun-12,"87,993,799"
,Jul-12,"62,779,085"
,Aug-12,"31,589,678"
,Sep-12,"49,066,188"
,Oct-12,"50,916,842"
,Nov-12,"38,766,879"
,Dec-12,"80,262,302"
,Jan-13,"47,156,737"
,Feb-13,"29,160,235"
,Mar-13,"49,386,782"
,Apr-13,"43,421,935"
,May-13,"53,098,272"
,Jun-13,"41,183,532"
,Jul-13,"58,569,590"
,Aug-13,"43,948,300"
,Sep-13,"36,702,193"
,Oct-13,"44,457,596"
,Nov-13,"45,458,279"
,Dec-13,"44,878,659"
,Jan-14,"34,779,425"
,Feb-14,"32,466,539"
,Mar-14,"76,289,109"
,Apr-14,"40,847,336"
,May-14,"53,586,420"
,Jun-14,"41,555,587"
,Jul-14,"51,724,547"
,Aug-14,"82,873,493"
,Sep-14,"32,667,619"
,Oct-14,"34,814,010"
,Nov-14,"80,333,714"
,Dec-14,"84,777,740"
,Jan-15,"69,425,950"
,Feb-15,"31,108,688"
,Mar-15,"163,179,457"
,Apr-15,"40,543,621"
,May-15,"45,210,120"
,Jun-15,"34,925,201"
,Jul-15,"36,196,892"
,Aug-15,"32,362,735"
,Sep-15,"37,768,259"
,Oct-15,"42,744,035"
,Nov-15,"40,180,806"
,Dec-15,"27,187,523"
,Jan-16,"27,048,652"
,Feb-16,"32,496,829"
,Mar-16,"48,199,339"
,Apr-16,"36,826,626"
,May-16,"45,842,894"
,Jun-16,"165,143,195"
,Jul-16,"49,210,529"
,Aug-16,"38,067,338"
,Sep-16,"48,572,759"
,Oct-16,"38,538,213"
,Nov-16,"34,358,269"
,Dec-16,"63,956,077"
,Jan-17,"91,549,306"
,Feb-17,"40,592,894"
,Mar-17,"48,602,528"
,Apr-17,"63,460,759"
,May-17,"51,157,545"
,Jun-17,"43,978,892"
,Jul-17,"37,038,595"
,Aug-17,"36,100,950"
,Sep-17,"102,805,219"
,Oct-17,"89,896,875"
,Nov-17,"55,883,044"
,Dec-17,"32,579,762"
,Jan-18,"91,107,250"
,Feb-18,"37,957,746"
,Mar-18,"45,852,998"
,Apr-18,"44,231,861"
,May-18,"49,002,841"
,Jun-18,"51,889,394"
,Jul-18,"41,072,642"
,Aug-18,"58,800,849"
,Sep-18,"34,341,562"
,Oct-18,"73,813,584"
,Nov-18,"30,364,392"
,Dec-18,"53,111,111"
,Jan-19,"53,297,022"
,Feb-19,"39,903,696"
,Mar-19,"44,688,343"
,Apr-19,"56,554,993"
,May-19,"43,736,416"
,Jun-19,"89,406,876"
,Jul-19,"58,472,297"
,Aug-19,"41,752,782"
,Sep-19,"36,940,716"
,Oct-19,"35,552,716"
,Nov-19,"50,399,614"
,Dec-19,"27,744,990"
,Jan-20,"91,081,743"
,Feb-20,"40,253,820"
,Mar-20,"40,862,175"
,Apr-20,"21,697,278"
,May-20,"28,803,396"
,Jun-20,"25,008,892"
,Jul-20,"32,824,553"
,Aug-20,"49,636,639"
,Sep-20,"27,881,489"
,Oct-20,"39,141,057"
,Nov-20,"31,460,061"
,Dec-20,"30,805,561"
,Jan-21,"33,385,840"
,Feb-21,"26,720,348"
,Mar-21,"46,343,558"
,Apr-21,"40,234,280"
,May-21,"37,013,786"
,Jun-21,"33,149,550"
,Jul-21,"39,248,333"
,Aug-21,"110,358,827"
,Sep-21,"32,667,849"
Bhutan,Jan-10,"195,686"
,Feb-10,"165,145"
,Mar-10,"172,342"
,Apr-10,"270,244"
,May-10,"327,082"
,Jun-10,"144,915"
,Jul-10,"380,525"
,Aug-10,"845,850"
,Sep-10,"89,536"
,Oct-10,"262,157"
,Nov-10,"469,240"
,Dec-10,"181,997"
,Jan-11,"93,311"
,Feb-11,"217,784"
,Mar-11,"179,458"
,Apr-11,"341,763"
,May-11,"202,670"
,Jun-11,"816,938"
,Jul-11,"179,986"
,Aug-11,"408,393"
,Sep-11,"635,136"
,Oct-11,"366,717"
,Nov-11,"201,471"
,Dec-11,"195,004"
,Jan-12,"133,542"
,Feb-12,"727,085"
,Mar-12,"345,116"
,Apr-12,"180,606"
,May-12,"85,701"
,Jun-12,"479,232"
,Jul-12,"97,205"
,Aug-12,"149,990"
,Sep-12,"24,464"
,Oct-12,"124,747"
,Nov-12,"108,915"
,Dec-12,"32,294"
,Jan-13,"120,636"
,Feb-13,"210,953"
,Mar-13,"300,679"
,Apr-13,"125,493"
,May-13,"232,232"
,Jun-13,"106,868"
,Jul-13,"182,404"
,Aug-13,"190,480"
,Sep-13,"352,426"
,Oct-13,"187,015"
,Nov-13,"188,752"
,Dec-13,"153,227"
,Jan-14,"74,416"
,Feb-14,"19,215"
,Mar-14,"200,667"
,Apr-14,"290,330"
,May-14,"174,678"
,Jun-14,"100,052"
,Jul-14,"289,481"
,Aug-14,"379,284"
,Sep-14,"236,032"
,Oct-14,"236,653"
,Nov-14,"181,618"
,Dec-14,"239,602"
,Jan-15,"144,054"
,Feb-15,"127,794"
,Mar-15,"145,709"
,Apr-15,"321,183"
,May-15,"120,129"
,Jun-15,"277,725"
,Jul-15,"86,457"
,Aug-15,"231,707"
,Sep-15,"97,185"
,Oct-15,"229,280"
,Nov-15,"516,184"
,Dec-15,"351,249"
,Jan-16,"118,146"
,Feb-16,"86,747"
,Mar-16,"217,505"
,Apr-16,"120,496"
,May-16,"99,704"
,Jun-16,"412,518"
,Jul-16,"117,881"
,Aug-16,"83,764"
,Sep-16,"101,982"
,Oct-16,"367,461"
,Nov-16,"48,363"
,Dec-16,"201,032"
,Jan-17,"125,060"
,Feb-17,"229,222"
,Mar-17,"32,685,402"
,Apr-17,"225,381"
,May-17,"134,183"
,Jun-17,"193,461"
,Jul-17,"196,513"
,Aug-17,"93,650"
,Sep-17,"111,820"
,Oct-17,"135,315"
,Nov-17,"262,980"
,Dec-17,"499,767"
,Jan-18,"337,203"
,Feb-18,"344,652"
,Mar-18,"248,428"
,Apr-18,"868,897"
,May-18,"230,023"
,Jun-18,"29,768,079"
,Jul-18,"23,182,260"
,Aug-18,"164,674"
,Sep-18,"207,666"
,Oct-18,"185,631"
,Nov-18,"180,728"
,Dec-18,"188,175"
,Jan-19,"177,116"
,Feb-19,"278,564"
,Mar-19,"142,825"
,Apr-19,"115,164"
,May-19,"199,572"
,Jun-19,"137,686"
,Jul-19,"156,025"
,Aug-19,"493,754"
,Sep-19,"327,026"
,Oct-19,"147,798"
,Nov-19,"341,287"
,Dec-19,"319,279"
,Jan-20,"214,360"
,Feb-20,"99,843"
,Mar-20,"128,995"
,Apr-20,"83,329"
,May-20,"236,451"
,Jun-20,"137,936"
,Jul-20,"356,641"
,Aug-20,"99,827"
,Sep-20,"132,180"
,Oct-20,"19,533"
,Nov-20,"200,347"
,Dec-20,"1,147,910"
,Jan-21,"89,197"
,Feb-21,"836,159"
,Mar-21,"508,229"
,Apr-21,"176,548"
,May-21,"265,838"
,Jun-21,"351,350"
,Jul-21,"909,873"
,Aug-21,"312,351"
,Sep-21,"217,142"
Bolivia,Jan-10,"34,076,951"
,Feb-10,"31,441,368"
,Mar-10,"45,904,271"
,Apr-10,"41,840,490"
,May-10,"59,824,606"
,Jun-10,"33,296,631"
,Jul-10,"38,772,754"
,Aug-10,"39,576,324"
,Sep-10,"41,697,686"
,Oct-10,"48,873,562"
,Nov-10,"50,812,558"
,Dec-10,"41,863,943"
,Jan-11,"42,043,331"
,Feb-11,"43,450,689"
,Mar-11,"74,538,607"
,Apr-11,"73,439,417"
,May-11,"40,763,582"
,Jun-11,"38,868,055"
,Jul-11,"48,955,367"
,Aug-11,"58,592,600"
,Sep-11,"66,092,097"
,Oct-11,"55,524,193"
,Nov-11,"53,979,467"
,Dec-11,"71,599,621"
,Jan-12,"62,971,934"
,Feb-12,"53,804,479"
,Mar-12,"64,813,836"
,Apr-12,"59,895,920"
,May-12,"61,402,246"
,Jun-12,"55,788,786"
,Jul-12,"61,488,676"
,Aug-12,"54,157,133"
,Sep-12,"52,569,168"
,Oct-12,"71,872,807"
,Nov-12,"70,463,607"
,Dec-12,"93,781,687"
,Jan-13,"59,724,344"
,Feb-13,"107,669,755"
,Mar-13,"78,724,429"
,Apr-13,"75,291,299"
,May-13,"64,222,948"
,Jun-13,"67,072,482"
,Jul-13,"104,418,476"
,Aug-13,"104,275,214"
,Sep-13,"105,501,521"
,Oct-13,"73,603,466"
,Nov-13,"73,300,565"
,Dec-13,"137,610,964"
,Jan-14,"80,490,103"
,Feb-14,"80,009,197"
,Mar-14,"88,922,728"
,Apr-14,"84,079,420"
,May-14,"80,690,319"
,Jun-14,"104,647,924"
,Jul-14,"104,634,113"
,Aug-14,"106,710,092"
,Sep-14,"68,143,662"
,Oct-14,"63,874,321"
,Nov-14,"77,701,057"
,Dec-14,"68,697,705"
,Jan-15,"66,655,472"
,Feb-15,"62,914,032"
,Mar-15,"86,595,705"
,Apr-15,"79,567,634"
,May-15,"79,194,988"
,Jun-15,"117,531,195"
,Jul-15,"58,431,690"
,Aug-15,"62,698,615"
,Sep-15,"78,726,531"
,Oct-15,"67,060,930"
,Nov-15,"81,064,664"
,Dec-15,"91,349,775"
,Jan-16,"63,040,708"
,Feb-16,"50,406,851"
,Mar-16,"47,628,021"
,Apr-16,"48,612,390"
,May-16,"43,637,654"
,Jun-16,"77,614,605"
,Jul-16,"60,751,459"
,Aug-16,"56,906,207"
,Sep-16,"58,120,904"
,Oct-16,"48,537,466"
,Nov-16,"50,136,227"
,Dec-16,"51,888,768"
,Jan-17,"48,771,750"
,Feb-17,"42,756,933"
,Mar-17,"59,746,184"
,Apr-17,"45,684,416"
,May-17,"51,493,355"
,Jun-17,"58,331,912"
,Jul-17,"52,458,828"
,Aug-17,"44,061,069"
,Sep-17,"41,865,235"
,Oct-17,"47,263,703"
,Nov-17,"50,625,802"
,Dec-17,"51,575,120"
,Jan-18,"42,857,098"
,Feb-18,"36,230,548"
,Mar-18,"42,974,551"
,Apr-18,"41,364,556"
,May-18,"44,128,595"
,Jun-18,"42,848,252"
,Jul-18,"39,123,748"
,Aug-18,"42,230,331"
,Sep-18,"60,827,352"
,Oct-18,"52,990,833"
,Nov-18,"48,861,879"
,Dec-18,"65,946,144"
,Jan-19,"36,292,015"
,Feb-19,"39,107,301"
,Mar-19,"55,600,540"
,Apr-19,"40,259,154"
,May-19,"39,644,339"
,Jun-19,"55,555,907"
,Jul-19,"41,562,367"
,Aug-19,"52,410,786"
,Sep-19,"49,525,962"
,Oct-19,"51,410,535"
,Nov-19,"49,576,268"
,Dec-19,"41,322,702"
,Jan-20,"32,188,455"
,Feb-20,"52,974,025"
,Mar-20,"35,246,762"
,Apr-20,"20,518,974"
,May-20,"22,466,068"
,Jun-20,"27,267,951"
,Jul-20,"29,072,838"
,Aug-20,"36,777,724"
,Sep-20,"44,884,464"
,Oct-20,"61,881,242"
,Nov-20,"40,036,378"
,Dec-20,"43,794,997"
,Jan-21,"36,965,391"
,Feb-21,"40,340,624"
,Mar-21,"41,590,799"
,Apr-21,"33,411,902"
,May-21,"53,312,837"
,Jun-21,"45,549,996"
,Jul-21,"34,816,625"
,Aug-21,"44,780,152"
,Sep-21,"40,368,906"
Bosnia and Herzegovina,Jan-10,"1,209,047"
,Feb-10,"791,014"
,Mar-10,"10,094,080"
,Apr-10,"989,851"
,May-10,"4,324,641"
,Jun-10,"1,024,823"
,Jul-10,"1,244,863"
,Aug-10,"1,319,788"
,Sep-10,"1,973,956"
,Oct-10,"1,127,634"
,Nov-10,"830,109"
,Dec-10,"1,419,704"
,Jan-11,"774,090"
,Feb-11,"1,763,267"
,Mar-11,"1,426,319"
,Apr-11,"777,679"
,May-11,"1,297,870"
,Jun-11,"1,117,386"
,Jul-11,"1,318,280"
,Aug-11,"4,471,564"
,Sep-11,"902,873"
,Oct-11,"2,884,173"
,Nov-11,"2,405,478"
,Dec-11,"2,192,806"
,Jan-12,"711,263"
,Feb-12,"1,406,009"
,Mar-12,"1,149,295"
,Apr-12,"2,043,976"
,May-12,"952,520"
,Jun-12,"1,020,972"
,Jul-12,"902,741"
,Aug-12,"595,277"
,Sep-12,"628,487"
,Oct-12,"2,268,532"
,Nov-12,"2,171,700"
,Dec-12,"2,018,746"
,Jan-13,"2,313,180"
,Feb-13,"2,290,055"
,Mar-13,"2,690,572"
,Apr-13,"2,786,510"
,May-13,"5,282,297"
,Jun-13,"1,600,980"
,Jul-13,"5,148,466"
,Aug-13,"1,752,040"
,Sep-13,"3,564,014"
,Oct-13,"2,675,326"
,Nov-13,"2,131,525"
,Dec-13,"6,246,114"
,Jan-14,"2,518,449"
,Feb-14,"1,281,749"
,Mar-14,"2,209,742"
,Apr-14,"2,077,377"
,May-14,"1,608,300"
,Jun-14,"6,091,874"
,Jul-14,"12,796,248"
,Aug-14,"3,280,411"
,Sep-14,"1,462,793"
,Oct-14,"1,182,494"
,Nov-14,"10,904,330"
,Dec-14,"666,372"
,Jan-15,"1,718,255"
,Feb-15,"1,419,654"
,Mar-15,"637,354"
,Apr-15,"1,321,279"
,May-15,"1,026,728"
,Jun-15,"1,942,466"
,Jul-15,"1,627,621"
,Aug-15,"12,221,519"
,Sep-15,"1,012,931"
,Oct-15,"2,385,104"
,Nov-15,"1,240,035"
,Dec-15,"970,787"
,Jan-16,"951,070"
,Feb-16,"1,253,127"
,Mar-16,"2,372,209"
,Apr-16,"2,305,133"
,May-16,"1,968,517"
,Jun-16,"1,198,835"
,Jul-16,"6,274,727"
,Aug-16,"869,503"
,Sep-16,"1,979,888"
,Oct-16,"1,715,087"
,Nov-16,"2,742,487"
,Dec-16,"5,734,426"
,Jan-17,"1,849,516"
,Feb-17,"1,888,026"
,Mar-17,"2,516,914"
,Apr-17,"2,410,300"
,May-17,"2,149,280"
,Jun-17,"2,168,220"
,Jul-17,"3,016,369"
,Aug-17,"2,881,961"
,Sep-17,"1,645,453"
,Oct-17,"2,204,988"
,Nov-17,"2,669,375"
,Dec-17,"1,776,817"
,Jan-18,"1,960,944"
,Feb-18,"3,134,226"
,Mar-18,"4,053,176"
,Apr-18,"2,882,909"
,May-18,"3,463,551"
,Jun-18,"6,526,735"
,Jul-18,"2,693,354"
,Aug-18,"2,895,872"
,Sep-18,"2,585,453"
,Oct-18,"2,026,248"
,Nov-18,"11,862,923"
,Dec-18,"1,571,167"
,Jan-19,"3,551,358"
,Feb-19,"3,654,678"
,Mar-19,"3,513,955"
,Apr-19,"7,806,314"
,May-19,"19,015,497"
,Jun-19,"3,747,932"
,Jul-19,"1,924,693"
,Aug-19,"1,958,921"
,Sep-19,"1,011,523"
,Oct-19,"1,094,990"
,Nov-19,"1,919,616"
,Dec-19,"11,115,584"
,Jan-20,"666,777"
,Feb-20,"3,048,499"
,Mar-20,"1,500,179"
,Apr-20,"4,764,995"
,May-20,"812,463"
,Jun-20,"1,427,820"
,Jul-20,"1,805,363"
,Aug-20,"1,490,808"
,Sep-20,"1,159,233"
,Oct-20,"1,536,691"
,Nov-20,"1,676,770"
,Dec-20,"1,720,927"
,Jan-21,"1,642,253"
,Feb-21,"1,304,336"
,Mar-21,"1,322,742"
,Apr-21,"4,780,452"
,May-21,"2,925,885"
,Jun-21,"2,141,062"
,Jul-21,"1,334,189"
